Ville,CodeInsee,LONGITUDE,LATITUDE,Jour,Mois,Annee,Ind_qual_air,Sous_ind_ozone,Sous_ind_particules_fines,Sous_ind_part_azote,Sous_ind_part_souffre,Code_coul
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,06,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,06,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,06,2007,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,06,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,06,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,06,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,06,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,06,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,06,2007,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,07,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,07,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,07,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,07,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,07,2007,5,5,2,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,07,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,07,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,07,2007,3,3,1,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,07,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,07,2007,3,3,1,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,07,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,07,2007,3,3,,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,07,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,07,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,07,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,07,2007,2,2,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,07,2007,3,3,,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,07,2007,2,2,,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,07,2007,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,31,07,2007,5,5,2,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,08,2007,5,5,2,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,08,2007,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,08,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,08,2007,5,5,2,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,08,2007,5,5,2,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,08,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,08,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,08,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,08,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,08,2007,5,5,,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,08,2007,4,4,,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,08,2007,5,5,,1,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,08,2007,3,3,,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,08,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,08,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,08,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,08,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,08,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,08,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,08,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,08,2007,2,2,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,08,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,08,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,08,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,08,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,08,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,08,2007,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,08,2007,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,08,2007,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,08,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,31,08,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,09,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,09,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,09,2007,2,2,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,09,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,09,2007,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,09,2007,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,09,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,09,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,09,2007,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,09,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,09,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,09,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,09,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,09,2007,5,5,4,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,09,2007,5,5,4,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,09,2007,5,5,3,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,09,2007,4,4,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,09,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,09,2007,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,09,2007,4,4,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,09,2007,5,5,3,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,09,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,09,2007,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,09,2007,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,09,2007,3,3,1,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,09,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,09,2007,2,2,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,09,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,09,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,09,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,10,2007,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,10,2007,3,2,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,10,2007,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,10,2007,4,2,4,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,10,2007,5,3,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,10,2007,5,2,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,10,2007,4,3,4,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,10,2007,5,3,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,10,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,10,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,10,2007,4,3,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,10,2007,5,3,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,10,2007,4,3,4,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,10,2007,4,4,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,10,2007,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,10,2007,4,4,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,10,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,10,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,10,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,10,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,10,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,10,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,10,2007,4,2,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,10,2007,4,3,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,10,2007,4,2,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,10,2007,5,1,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,10,2007,5,2,5,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,10,2007,5,3,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,10,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,10,2007,3,2,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,31,10,2007,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,11,2007,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,11,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,11,2007,3,2,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,11,2007,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,11,2007,4,2,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,11,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,11,2007,4,3,4,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,11,2007,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,11,2007,4,3,3,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,11,2007,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,11,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,11,2007,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,11,2007,4,3,4,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,11,2007,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,11,2007,3,2,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,11,2007,4,1,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,11,2007,5,2,5,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,11,2007,5,2,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,11,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,11,2007,3,2,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,11,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,11,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,11,2007,2,2,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,11,2007,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,11,2007,3,2,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,11,2007,3,2,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,11,2007,3,2,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,11,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,11,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,11,2007,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,12,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,12,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,12,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,12,2007,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,12,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,12,2007,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,12,2007,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,12,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,12,2007,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,12,2007,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,12,2007,3,2,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,12,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,12,2007,4,1,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,12,2007,4,1,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,12,2007,3,2,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,12,2007,3,2,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,12,2007,4,1,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,12,2007,4,2,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,12,2007,6,2,6,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,12,2007,5,3,5,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,12,2007,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,12,2007,6,2,6,5,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,12,2007,7,2,7,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,12,2007,7,2,7,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,12,2007,4,3,4,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,12,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,12,2007,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,12,2007,2,2,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,12,2007,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,12,2007,4,3,3,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,31,12,2007,4,2,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,01,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,01,2008,3,2,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,01,2008,2,2,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,01,2008,3,3,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,01,2008,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,01,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,01,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,01,2008,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,01,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,01,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,01,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,01,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,01,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,01,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,01,2008,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,01,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,01,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,01,2008,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,01,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,01,2008,5,3,5,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,01,2008,7,2,7,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,01,2008,7,2,7,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,30,01,2008,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,31,01,2008,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,02,2008,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,02,2008,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,02,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,02,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,02,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,02,2008,4,4,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,02,2008,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,02,2008,4,3,3,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,02,2008,4,4,4,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,02,2008,5,4,5,2,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,02,2008,5,4,5,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,02,2008,5,4,5,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,02,2008,6,4,6,4,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,02,2008,6,4,6,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,02,2008,7,2,7,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,02,2008,4,2,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,02,2008,5,4,5,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,02,2008,5,4,5,3,,ORANGE
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,02,2008,4,3,4,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,02,2008,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,02,2008,4,3,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,02,2008,3,3,3,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,02,2008,4,4,3,4,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,02,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,02,2008,4,4,4,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,02,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,02,2008,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,02,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,02,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,01,03,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,02,03,2008,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,03,03,2008,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,04,03,2008,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,05,03,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,06,03,2008,3,3,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,07,03,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,08,03,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,09,03,2008,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,10,03,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,11,03,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,12,03,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,13,03,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,14,03,2008,3,3,3,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,15,03,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,16,03,2008,4,4,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,17,03,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,18,03,2008,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,19,03,2008,3,3,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,20,03,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,21,03,2008,4,4,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,22,03,2008,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,23,03,2008,3,3,1,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,24,03,2008,3,3,2,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,25,03,2008,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,26,03,2008,4,4,2,2,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,27,03,2008,4,4,2,3,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,28,03,2008,4,4,3,1,,VERT
LA ROCHE-SUR-YON,85191,-1.428868,46.669476,29,03,2008,4,4,3,1,,VERT
