Annee,LATITUDE,LONGITUDE,Commune,CodeInsee,Mont_desc_gares
2016,47.552265,-1.532627,Abbaretz,44001,83
2006,48.428984,0.091054,Alençon,61001,816
2007,48.428984,0.091054,Alençon,61001,630
2008,48.428984,0.091054,Alençon,61001,636
2010,48.428984,0.091054,Alençon,61001,954
2013,48.428984,0.091054,Alençon,61001,1014
2015,48.428984,0.091054,Alençon,61001,1030
2004,48.428984,0.091054,Alençon,61001,801
2005,48.428984,0.091054,Alençon,61001,628
2006,47.372641,-1.178918,Ancenis,44003,1247
2007,47.372641,-1.178918,Ancenis,44003,1595
2008,47.372641,-1.178918,Ancenis,44003,1747
2010,47.372641,-1.178918,Ancenis,44003,1860
2013,47.372641,-1.178918,Ancenis,44003,2618
2015,47.372641,-1.178918,Ancenis,44003,2787
2016,47.372641,-1.178918,Ancenis,44003,2817
2004,47.372641,-1.178918,Ancenis,44003,1090
2005,47.372641,-1.178918,Ancenis,44003,1409
2006,47.472707,-0.556177,Angers,49007,6482
2007,47.472707,-0.556177,Angers,49007,7113
2008,47.472707,-0.556177,Angers,49007,7492
2010,47.472707,-0.556177,Angers,49007,8352
2013,47.472707,-0.556177,Angers,49007,9263
2015,47.472707,-0.556177,Angers,49007,9195
2004,47.472707,-0.556177,Angers,49007,5752
2005,47.472707,-0.556177,Angers,49007,7090
2016,47.472707,-0.556177,Angers Maître École,49007,96
2016,47.472707,-0.556177,Angers Saint-Laud,49007,9014
2006,47.926154,0.1874,Arnage,72008,34
2007,47.926154,0.1874,Arnage,72008,78
2008,47.926154,0.1874,Arnage,72008,52
2010,47.926154,0.1874,Arnage,72008,66
2013,47.926154,0.1874,Arnage,72008,74
2015,47.926154,0.1874,Arnage,72008,76
2016,47.926154,0.1874,Arnage,72008,121
2004,47.926154,0.1874,Arnage,72008,39
2005,47.926154,0.1874,Arnage,72008,38
2006,47.69009,0.267591,Aubigné-Racan,72013,30
2007,47.69009,0.267591,Aubigné-Racan,72013,26
2008,47.69009,0.267591,Aubigné-Racan,72013,36
2010,47.69009,0.267591,Aubigné-Racan,72013,48
2013,47.69009,0.267591,Aubigné-Racan,72013,66
2015,47.69009,0.267591,Aubigné-Racan,72013,87
2016,47.69009,0.267591,Aubigné-Racan,72013,56
2004,47.69009,0.267591,Aubigné-Racan,72013,47
2005,47.69009,0.267591,Aubigné-Racan,72013,45
2016,47.298482,-1.553961,Babinière,44035,514
2006,47.277038,-2.480392,Batz-sur-Mer,44010,19
2007,47.277038,-2.480392,Batz-sur-Mer,44010,33
2008,47.277038,-2.480392,Batz-sur-Mer,44010,40
2010,47.277038,-2.480392,Batz-sur-Mer,44010,29
2013,47.277038,-2.480392,Batz-sur-Mer,44010,22
2015,47.277038,-2.480392,Batz-sur-Mer,44010,43
2016,47.277038,-2.480392,Batz-sur-Mer,44010,35
2004,47.277038,-2.480392,Batz-sur-Mer,44010,25
2005,47.277038,-2.480392,Batz-sur-Mer,44010,36
2006,47.285185,-2.392391,Baule-Escoublac,44055,362
2007,47.285185,-2.392391,Baule-Escoublac,44055,371
2008,47.285185,-2.392391,Baule-Escoublac,44055,293
2010,47.285185,-2.392391,Baule-Escoublac,44055,309
2013,47.285185,-2.392391,Baule-Escoublac,44055,374
2015,47.285185,-2.392391,Baule-Escoublac,44055,448
2004,47.285185,-2.392391,Baule-Escoublac,44055,358
2005,47.285185,-2.392391,Baule-Escoublac,44055,424
2006,46.782876,-1.43154,Belleville-sur-Vie,85019,63
2007,46.782876,-1.43154,Belleville-sur-Vie,85019,77
2008,46.782876,-1.43154,Belleville-sur-Vie,85019,69
2010,46.782876,-1.43154,Belleville-sur-Vie,85019,84
2013,46.782876,-1.43154,Belleville-sur-Vie,85019,155
2015,46.782876,-1.43154,Belleville-sur-Vie,85019,169
2016,46.782876,-1.43154,Belleville-sur-Vie,85019,221
2004,46.782876,-1.43154,Belleville-sur-Vie,85019,29
2005,46.782876,-1.43154,Belleville-sur-Vie,85019,44
2006,47.081132,-2.038009,Bernerie-en-Retz,44012,36
2007,47.081132,-2.038009,Bernerie-en-Retz,44012,46
2008,47.081132,-2.038009,Bernerie-en-Retz,44012,37
2010,47.081132,-2.038009,Bernerie-en-Retz,44012,29
2013,47.081132,-2.038009,Bernerie-en-Retz,44012,51
2015,47.081132,-2.038009,Bernerie-en-Retz,44012,59
2004,47.081132,-2.038009,Bernerie-en-Retz,44012,28
2005,47.081132,-2.038009,Bernerie-en-Retz,44012,28
2006,47.42279,-0.387689,Bohalle,49032,33
2007,47.42279,-0.387689,Bohalle,49032,34
2008,47.42279,-0.387689,Bohalle,49032,44
2010,47.42279,-0.387689,Bohalle,49032,58
2013,47.42279,-0.387689,Bohalle,49032,51
2015,47.42279,-0.387689,Bohalle,49032,85
2004,47.42279,-0.387689,Bohalle,49032,46
2005,47.42279,-0.387689,Bohalle,49032,36
2006,47.143419,-1.689237,Bouaye,44018,136
2007,47.143419,-1.689237,Bouaye,44018,186
2008,47.143419,-1.689237,Bouaye,44018,200
2010,47.143419,-1.689237,Bouaye,44018,326
2013,47.143419,-1.689237,Bouaye,44018,555
2015,47.143419,-1.689237,Bouaye,44018,638
2016,47.143419,-1.689237,Bouaye,44018,630
2004,47.143419,-1.689237,Bouaye,44018,92
2005,47.143419,-1.689237,Bouaye,44018,252
2006,47.042887,-1.953174,Bourgneuf-en-Retz,44021,24
2007,47.042887,-1.953174,Bourgneuf-en-Retz,44021,35
2008,47.042887,-1.953174,Bourgneuf-en-Retz,44021,33
2010,47.042887,-1.953174,Bourgneuf-en-Retz,44021,54
2013,47.042887,-1.953174,Bourgneuf-en-Retz,44021,60
2015,47.042887,-1.953174,Bourgneuf-en-Retz,44021,40
2016,47.042887,-1.953174,Bourgneuf-en-Retz,44021,63
2004,47.042887,-1.953174,Bourgneuf-en-Retz,44021,34
2005,47.042887,-1.953174,Bourgneuf-en-Retz,44021,38
2006,46.635312,-1.172834,Bournezeau,85034,2
2010,46.635312,-1.172834,Bournezeau,85034,2
2013,46.635312,-1.172834,Bournezeau,85034,3
2015,46.635312,-1.172834,Bournezeau,85034,4
2016,46.635312,-1.172834,Bournezeau,85034,3
2006,47.043704,-1.187675,Boussay,44022,30
2007,47.043704,-1.187675,Boussay,44022,53
2008,47.043704,-1.187675,Boussay,44022,42
2010,47.043704,-1.187675,Boussay,44022,39
2013,47.043704,-1.187675,Boussay,44022,31
2015,47.043704,-1.187675,Boussay,44022,64
2004,47.043704,-1.187675,Boussay,44022,59
2005,47.043704,-1.187675,Boussay,44022,59
2016,47.043704,-1.187675,Boussay-la-Bruffière,44022,32
2006,46.839746,-0.489405,Bressuire,79049,4
2004,46.839746,-0.489405,Bressuire,79049,1
2005,46.839746,-0.489405,Bressuire,79049,1
2006,47.563875,-0.509276,Briollay,49048,25
2007,47.563875,-0.509276,Briollay,49048,21
2008,47.563875,-0.509276,Briollay,49048,31
2010,47.563875,-0.509276,Briollay,49048,43
2013,47.563875,-0.509276,Briollay,49048,57
2015,47.563875,-0.509276,Briollay,49048,56
2004,47.563875,-0.509276,Briollay,49048,12
2005,47.563875,-0.509276,Briollay,49048,30
2006,47.318763,-1.347517,Cellier,44028,56
2007,47.318763,-1.347517,Cellier,44028,84
2008,47.318763,-1.347517,Cellier,44028,68
2010,47.318763,-1.347517,Cellier,44028,51
2013,47.318763,-1.347517,Cellier,44028,99
2015,47.318763,-1.347517,Cellier,44028,126
2004,47.318763,-1.347517,Cellier,44028,67
2005,47.318763,-1.347517,Cellier,44028,80
2007,46.820859,-0.665468,Cerizay,79062,2
2008,46.820859,-0.665468,Cerizay,79062,1
2004,46.820859,-0.665468,Cerizay,79062,1
2005,46.820859,-0.665468,Cerizay,79062,1
2006,46.672079,-1.292972,Chaize-le-Vicomte,85046,1
2007,46.672079,-1.292972,Chaize-le-Vicomte,85046,2
2008,46.672079,-1.292972,Chaize-le-Vicomte,85046,2
2010,46.672079,-1.292972,Chaize-le-Vicomte,85046,2
2013,46.672079,-1.292972,Chaize-le-Vicomte,85046,18
2015,46.672079,-1.292972,Chaize-le-Vicomte,85046,16
2004,46.672079,-1.292972,Chaize-le-Vicomte,85046,3
2005,46.672079,-1.292972,Chaize-le-Vicomte,85046,3
2006,46.845603,-1.879686,Challans,85047,240
2007,46.845603,-1.879686,Challans,85047,286
2008,46.845603,-1.879686,Challans,85047,260
2010,46.845603,-1.879686,Challans,85047,457
2013,46.845603,-1.879686,Challans,85047,438
2015,46.845603,-1.879686,Challans,85047,326
2016,46.845603,-1.879686,Challans,85047,393
2004,46.845603,-1.879686,Challans,85047,223
2005,46.845603,-1.879686,Challans,85047,264
2016,47.350301,-0.764121,Chalonnes,49063,572
2006,47.350301,-0.764121,Chalonnes-sur-Loire,49063,371
2007,47.350301,-0.764121,Chalonnes-sur-Loire,49063,485
2008,47.350301,-0.764121,Chalonnes-sur-Loire,49063,421
2010,47.350301,-0.764121,Chalonnes-sur-Loire,49063,517
2013,47.350301,-0.764121,Chalonnes-sur-Loire,49063,588
2015,47.350301,-0.764121,Chalonnes-sur-Loire,49063,590
2004,47.350301,-0.764121,Chalonnes-sur-Loire,49063,357
2005,47.350301,-0.764121,Chalonnes-sur-Loire,49063,414
2006,48.022284,0.332322,Champagné,72054,121
2007,48.022284,0.332322,Champagné,72054,215
2008,48.022284,0.332322,Champagné,72054,243
2010,48.022284,0.332322,Champagné,72054,197
2013,48.022284,0.332322,Champagné,72054,136
2015,48.022284,0.332322,Champagné,72054,155
2016,48.022284,0.332322,Champagné,72054,120
2004,48.022284,0.332322,Champagné,72054,105
2005,48.022284,0.332322,Champagné,72054,360
2006,47.411483,-0.86449,Champtocé-sur-Loire,49068,63
2007,47.411483,-0.86449,Champtocé-sur-Loire,49068,66
2008,47.411483,-0.86449,Champtocé-sur-Loire,49068,72
2010,47.411483,-0.86449,Champtocé-sur-Loire,49068,95
2013,47.411483,-0.86449,Champtocé-sur-Loire,49068,123
2015,47.411483,-0.86449,Champtocé-sur-Loire,49068,100
2016,47.411483,-0.86449,Champtocé-sur-Loire,49068,103
2004,47.411483,-0.86449,Champtocé-sur-Loire,49068,42
2005,47.411483,-0.86449,Champtocé-sur-Loire,49068,60
2016,47.216501,-1.554609,Chantenay,44109,237
2006,46.686699,-1.051853,Chantonnay,85051,58
2007,46.686699,-1.051853,Chantonnay,85051,43
2008,46.686699,-1.051853,Chantonnay,85051,43
2010,46.686699,-1.051853,Chantonnay,85051,47
2013,46.686699,-1.051853,Chantonnay,85051,77
2015,46.686699,-1.051853,Chantonnay,85051,68
2016,46.686699,-1.051853,Chantonnay,85051,64
2004,46.686699,-1.051853,Chantonnay,85051,54
2005,46.686699,-1.051853,Chantonnay,85051,54
2006,47.211755,-0.727028,Chemillé,49092,413
2007,47.211755,-0.727028,Chemillé,49092,455
2008,47.211755,-0.727028,Chemillé,49092,324
2010,47.211755,-0.727028,Chemillé,49092,498
2013,47.211755,-0.727028,Chemillé,49092,484
2015,47.211755,-0.727028,Chemillé,49092,510
2016,47.211755,-0.727028,Chemillé,49092,487
2004,47.211755,-0.727028,Chemillé,49092,324
2005,47.211755,-0.727028,Chemillé,49092,475
2006,47.058123,-0.880303,Cholet,49099,1357
2007,47.058123,-0.880303,Cholet,49099,1311
2008,47.058123,-0.880303,Cholet,49099,1371
2010,47.058123,-0.880303,Cholet,49099,1364
2013,47.058123,-0.880303,Cholet,49099,1450
2015,47.058123,-0.880303,Cholet,49099,1465
2016,47.058123,-0.880303,Cholet,49099,1379
2004,47.058123,-0.880303,Cholet,49099,1136
2005,47.058123,-0.880303,Cholet,49099,1380
2006,47.692668,0.418069,Château-du-Loir,72071,435
2007,47.692668,0.418069,Château-du-Loir,72071,339
2008,47.692668,0.418069,Château-du-Loir,72071,333
2010,47.692668,0.418069,Château-du-Loir,72071,429
2013,47.692668,0.418069,Château-du-Loir,72071,450
2015,47.692668,0.418069,Château-du-Loir,72071,439
2016,47.692668,0.418069,Château-du-Loir,72071,491
2004,47.692668,0.418069,Château-du-Loir,72071,374
2005,47.692668,0.418069,Château-du-Loir,72071,410
2016,47.716743,-1.376516,Châteaubriant,44036,399
2006,47.086633,-1.284105,Clisson,44043,1658
2007,47.086633,-1.284105,Clisson,44043,1658
2008,47.086633,-1.284105,Clisson,44043,1704
2010,47.086633,-1.284105,Clisson,44043,2186
2013,47.086633,-1.284105,Clisson,44043,2384
2015,47.086633,-1.284105,Clisson,44043,2949
2016,47.086633,-1.284105,Clisson,44043,2912
2004,47.086633,-1.284105,Clisson,44043,1467
2005,47.086633,-1.284105,Clisson,44043,1635
2004,46.629845,-1.50979,Clouzeaux,85069,5
2006,48.122817,-0.01814,Conlie,72089,147
2007,48.122817,-0.01814,Conlie,72089,202
2008,48.122817,-0.01814,Conlie,72089,183
2010,48.122817,-0.01814,Conlie,72089,205
2013,48.122817,-0.01814,Conlie,72089,189
2015,48.122817,-0.01814,Conlie,72089,126
2016,48.122817,-0.01814,Conlie,72089,208
2004,48.122817,-0.01814,Conlie,72089,152
2005,48.122817,-0.01814,Conlie,72089,176
2006,48.060029,0.494587,Connerré,72090,396
2007,48.060029,0.494587,Connerré,72090,484
2008,48.060029,0.494587,Connerré,72090,468
2010,48.060029,0.494587,Connerré,72090,565
2013,48.060029,0.494587,Connerré,72090,596
2015,48.060029,0.494587,Connerré,72090,549
2004,48.060029,0.494587,Connerré,72090,358
2005,48.060029,0.494587,Connerré,72090,512
2016,48.060029,0.494587,Connerré - Beillé,72090,545
2006,47.289769,-1.878994,Cordemais,44045,58
2007,47.289769,-1.878994,Cordemais,44045,76
2008,47.289769,-1.878994,Cordemais,44045,79
2010,47.289769,-1.878994,Cordemais,44045,73
2013,47.289769,-1.878994,Cordemais,44045,92
2015,47.289769,-1.878994,Cordemais,44045,128
2016,47.289769,-1.878994,Cordemais,44045,103
2004,47.289769,-1.878994,Cordemais,44045,64
2005,47.289769,-1.878994,Cordemais,44045,80
2006,48.297434,0.126346,Coulombiers,72097,47
2007,48.297434,0.126346,Coulombiers,72097,40
2008,48.297434,0.126346,Coulombiers,72097,30
2010,48.297434,0.126346,Coulombiers,72097,31
2013,48.297434,0.126346,Coulombiers,72097,38
2015,48.297434,0.126346,Coulombiers,72097,55
2004,48.297434,0.126346,Coulombiers,72097,36
2005,48.297434,0.126346,Coulombiers,72097,44
2006,47.214225,-1.72497,Couëron,44047,248
2007,47.214225,-1.72497,Couëron,44047,322
2008,47.214225,-1.72497,Couëron,44047,348
2010,47.214225,-1.72497,Couëron,44047,386
2013,47.214225,-1.72497,Couëron,44047,342
2015,47.214225,-1.72497,Couëron,44047,385
2016,47.214225,-1.72497,Couëron,44047,376
2004,47.214225,-1.72497,Couëron,44047,233
2005,47.214225,-1.72497,Couëron,44047,283
2006,48.167812,-0.061844,Crissé,72109,1
2007,48.167812,-0.061844,Crissé,72109,6
2008,48.167812,-0.061844,Crissé,72109,6
2010,48.167812,-0.061844,Crissé,72109,3
2013,48.167812,-0.061844,Crissé,72109,4
2015,48.167812,-0.061844,Crissé,72109,6
2016,48.167812,-0.061844,Crissé,72109,10
2004,48.167812,-0.061844,Crissé,72109,3
2005,48.167812,-0.061844,Crissé,72109,4
2006,47.29288,-2.510964,Croisic,44049,114
2007,47.29288,-2.510964,Croisic,44049,122
2008,47.29288,-2.510964,Croisic,44049,93
2010,47.29288,-2.510964,Croisic,44049,110
2013,47.29288,-2.510964,Croisic,44049,126
2015,47.29288,-2.510964,Croisic,44049,147
2004,47.29288,-2.510964,Croisic,44049,114
2005,47.29288,-2.510964,Croisic,44049,228
2013,47.302,-2.193,Croix-de-Méan,44600,26
2015,47.302,-2.193,Croix-de-Méan,44600,27
2006,47.062338,-1.254791,Cugand,85076,5
2007,47.062338,-1.254791,Cugand,85076,8
2008,47.062338,-1.254791,Cugand,85076,18
2010,47.062338,-1.254791,Cugand,85076,17
2013,47.062338,-1.254791,Cugand,85076,13
2015,47.062338,-1.254791,Cugand,85076,8
2016,47.062338,-1.254791,Cugand,85076,28
2004,47.062338,-1.254791,Cugand,85076,14
2005,47.062338,-1.254791,Cugand,85076,13
2016,48.103924,0.027029,Domfront,72119,118
2006,48.103924,0.027029,Domfront-en-Champagne,72119,48
2007,48.103924,0.027029,Domfront-en-Champagne,72119,38
2008,48.103924,0.027029,Domfront-en-Champagne,72119,25
2010,48.103924,0.027029,Domfront-en-Champagne,72119,42
2013,48.103924,0.027029,Domfront-en-Champagne,72119,57
2015,48.103924,0.027029,Domfront-en-Champagne,72119,55
2004,48.103924,0.027029,Domfront-en-Champagne,72119,41
2005,48.103924,0.027029,Domfront-en-Champagne,72119,47
2006,47.322932,-2.076374,Donges,44052,38
2007,47.322932,-2.076374,Donges,44052,71
2008,47.322932,-2.076374,Donges,44052,62
2010,47.322932,-2.076374,Donges,44052,48
2013,47.322932,-2.076374,Donges,44052,74
2015,47.322932,-2.076374,Donges,44052,38
2016,47.322932,-2.076374,Donges,44052,48
2004,47.322932,-2.076374,Donges,44052,36
2005,47.322932,-2.076374,Donges,44052,33
2006,47.475919,-2.057167,Drefféac,44053,5
2007,47.475919,-2.057167,Drefféac,44053,6
2008,47.475919,-2.057167,Drefféac,44053,11
2010,47.475919,-2.057167,Drefféac,44053,14
2013,47.475919,-2.057167,Drefféac,44053,25
2015,47.475919,-2.057167,Drefféac,44053,11
